work_date,process,line,model,qty,cause_code,cause_name,result_group,result_code,result_desc,reason_code,reason_desc,is_auto,comment
2026-06-05,MI,MI 4,L55E70A_HVD,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B205,HI-POT_PM#01,D109,ETC ( Add Comment ),N,"SCRAP tại công đoạn máy hipot , trong quá trinh  test  do sensor không nhận dẫn đến khi board chạy xuống bị dồn board ,khi máy hạ xuống bị kẹt phát sinh bể ."
2026-06-13,MI,MI 4,L55E70A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-13,MI,MI 2,L55E70A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-17,MI,MI 4,L55E70A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-18,MI,MI 6,L55E70A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-18,MI,MI 4,L55E70A_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-14,MI,MI 5,L55F70NA_HHS,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-14,MI,MI 6,L55F70NA_HHS,1,BROKEN_DROP,낙하/파손,Scrap_Defect,B206,FT_PM#01,D102,Broken,N,SCRAPrớt board tuột xích băng tải NG buffer bond 1 đẫn đến bể board
2026-06-16,MI,MI 5,L55F70NA_HHS,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
2026-06-05,MI,MI 3,L55E70NA_HVD,1,AUTO,자동판정(ATE),nan,D999,ETC,D999,nan,Y,ATUO_SCRAP
