date,shift,process,line,time_slot,model,loss_min,loss_type_code,loss_type_name,complexity,loss_detail,sub_idx,action,target,actual,target_mi,actual_mi,target_ate,actual_ate
2026-06-09,DAY,SMT,PS05,TOTAL,L55E70A_HVD,102.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,2,Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý,1375.0,890.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS08,A,L65S7_HVD,58.0,PRINTER,Printer불량,복합,Printer nghẹt keo 8:15 - 9:00,1,Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS08,B,L65S7_HVD,59.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện liên tục>> không đạt taget chưa Scan end công đoạn,1,Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS08,TOTAL,L65S7_HVD,58.0,PRINTER,Printer불량,복합,Printer nghẹt keo 8:15 - 9:00,1,Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý,2750.0,2118.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS08,TOTAL,L65S7_HVD,59.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện liên tục>> không đạt taget chưa Scan end công đoạn,2,Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý | Kỹ thuật xử lý,2750.0,2118.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,A,L75S7N_HVD,30.0,ETC,기타,복합,OP Thời vụ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,B,L75S7A_HVD,58.0,CHANGE_MODEL,모델교체,복합,Change Model Tách Lot Chưa Scan end công đoạn,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,C,L75S7A_HVD,6.0,ETC,기타,복합,OP Thời vụ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,D,L75S7A_HVD,6.0,ETC,기타,복합,OP Thời vụ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,E,L75S7A_HVD,32.0,MOUTER,Mouter불량,복합,SPI kẹt board Hàng lỗi chờ thả Reflow,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,F,L75S7A_HVD,30.0,MOUTER,Mouter불량,복합,Mouter cấm lệch linh kiện,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,TOTAL,L75S7N_HVD,42.0,ETC,기타,복합,OP Thời vụ,1,,2000.0,1474.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,TOTAL,L75S7N_HVD,58.0,CHANGE_MODEL,모델교체,복합,Change Model Tách Lot Chưa Scan end công đoạn,2,,2000.0,1474.0,0.0,0.0,0.0,0.0
2026-06-09,DAY,SMT,PS11,TOTAL,L75S7N_HVD,62.0,MOUTER,Mouter불량,복합,SPI kẹt board Hàng lỗi chờ thả Reflow,3,,2000.0,1474.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS01,F,L48CA9N-HVD,84.0,AI_STOCK,AI자재부족,단일,"AI hết stock, vừa chạy vừa chờ từ 07:30",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS01,G,L48CA9N-HVD,7.0,AI_STOCK,AI자재부족,단일,"AI hết stock, vừa chạy vừa chờ từ 07:30",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS01,H,L48CA9N-HVD,75.0,AI_STOCK,AI자재부족,단일,"AI hết stock, vừa chạy vừa chờ từ 07:30",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS01,I,L48CA9N-HVD,4.0,AI_STOCK,AI자재부족,단일,"AI hết stock, vừa chạy vừa chờ từ 07:30",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS01,TOTAL,L48CA9N-HVD,170.0,AI_STOCK,AI자재부족,단일,"AI hết stock, vừa chạy vừa chờ từ 07:30",1,,1317.0,1014.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS02,F,L55S7-HVD,55.0,PRINTER,Printer불량,복합,Kẹt boar máy priter nhiều lần,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS02,TOTAL,L55S7-HVD,55.0,PRINTER,Printer불량,단일,Kẹt boar máy priter nhiều lần,1,,2310.0,1980.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS03,F,L55CA9N-HVD,56.0,MOUTER,Mouter불량,복합,"Printer tràn keo từ 21:50-22:30, kẹt boar moutor 3 nhiều lần",1,kỹ thuật kiểm tra đang theo dõi,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS03,G,L55CA9N-HVD,69.0,MOUTER,Mouter불량,복합,"Lỗi scan start boar 20 phút. Kẹt boar moutor 3 nhiều lần chưa khắc phục,.",1,kỹ thuật kiểm tra đang theo dõi,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS03,H,L55CA9N-HVD,44.0,MOUTER,Mouter불량,복합,"lỗi kẹt board,băng tải moutor",1,kỹ thuật kiểm tra đang theo dõi,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS03,TOTAL,L55CA9N-HVD,169.0,MOUTER,Mouter불량,단일,"Printer tràn keo từ 21:50-22:30, kẹt boar moutor 3 nhiều lần",1,kỹ thuật kiểm tra đang theo dõi,1200.0,900.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS05,F,L55E70A-HVD,19.0,MOUTER,Mouter불량,단일,Moutor lỗi pickup nhiều lần,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS05,G,L55E70A-HVD,18.0,MOUTER,Mouter불량,단일,Moutor lỗi pickup nhiều lần,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS05,TOTAL,L55E70A-HVD,37.0,MOUTER,Mouter불량,단일,Moutor lỗi pickup nhiều lần,1,,1280.0,1210.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS11,F,L75S7A-HVD,95.0,CHANGE_MODEL,모델교체,단일,Đổi model từ 20:30 đến 22:00,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-09,NIGHT,SMT,PS11,TOTAL,L75S7A-HVD,95.0,CHANGE_MODEL,모델교체,단일,Đổi model từ 20:30 đến 22:00,1,,1786.0,1600.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,A,L55CA9N_HVD,58.0,MOUTER,Mouter불량,복합,Vender đang kiểm tra máy Mounter #3,1,Kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,B,L55CA9N_HVD,29.0,PRINTER,Printer불량,복합,Printer quét thiếu keo,1,Kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,C,L55CA9N_HVD,39.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,Kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,D,L55CA9N_HVD,40.0,PRINTER,Printer불량,복합,Printer quét cao keo,1,Kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,E,L55CA9N_HVD,55.0,PRINTER,Printer불량,복합,Kỹ thuật sửa chương trình máy printer từ 15:45 - 16:15,1,Kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,TOTAL,L55CA9N_HVD,58.0,MOUTER,Mouter불량,복합,Vender đang kiểm tra máy Mounter #3,1,Kỹ thuật điều chỉnh ,1375.0,900.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,TOTAL,L55CA9N_HVD,124.0,PRINTER,Printer불량,복합,Printer quét thiếu keo,2,Kỹ thuật điều chỉnh ,1375.0,900.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS03,TOTAL,L55CA9N_HVD,39.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,3,Kỹ thuật điều chỉnh ,1375.0,900.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS04,A,L85E70NA_HVD,12.0,WAITING_SMT,SMT대기,복합,Chờ board AI,1,kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS04,TOTAL,L85E70NA_HVD,12.0,WAITING_SMT,SMT대기,단일,Chờ board AI | Vừa chạy vừa chờ board AI | Vừa chạy vừa chờ board AI | Lỗi pickup,1,kỹ thuật điều chỉnh ,1375.0,1040.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,A,L55E70NA_HVD,26.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,Kỹ thuật điều chỉnh,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,B,L55E70NA_HVD,20.0,MOUTER,Mouter불량,복합,Vender đang kiểm tra máy Mounter,1,Kỹ thuật điều chỉnh,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,C,L55E70NA_HVD,55.0,WAITING_SMT,SMT대기,복합,Chờ Board AI Printer quét tràn keo,1,Kỹ thuật điều chỉnh,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,D,L55E70NA_HVD,76.0,WAITING_SMT,SMT대기,복합,Lỗi cắm lệch linh kiện AI vừa chạy vừa chờ board AI,1,Kỹ thuật điều chỉnh,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,E,L55E70NA_HVD,48.0,WAITING_SMT,SMT대기,복합,Lỗi cắm lệch linh kiện AI vừa chạy vừa chờ board AI,1,Kỹ thuật điều chỉnh,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,TOTAL,L55E70NA_HVD,26.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,Kỹ thuật điều chỉnh,1375.0,867.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,TOTAL,L55E70NA_HVD,20.0,MOUTER,Mouter불량,복합,Vender đang kiểm tra máy Mounter,2,Kỹ thuật điều chỉnh,1375.0,867.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS05,TOTAL,L55E70NA_HVD,179.0,WAITING_SMT,SMT대기,복합,Chờ Board AI Printer quét tràn keo,3,Kỹ thuật điều chỉnh,1375.0,867.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS08,A,L65S7_HVD,24.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,Kỹ thuật điều chỉnh | Kỹ thuật xử lý,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS08,B,L65S7_HVD,65.0,NEW_OP,신규OP교육,복합,OP mới đưa board vào ngược chiều,1,Kỹ thuật điều chỉnh | Kỹ thuật xử lý,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS08,TOTAL,L65S7_HVD,24.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,Kỹ thuật điều chỉnh | Kỹ thuật xử lý,2750.0,2188.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS08,TOTAL,L65S7_HVD,65.0,NEW_OP,신규OP교육,복합,OP mới đưa board vào ngược chiều,2,Kỹ thuật điều chỉnh | Kỹ thuật xử lý,2750.0,2188.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS11,A,L75S7_HVD,7.0,FEEDER,SMT Feeder불량,복합,Điều chỉnh feeder của Mounter #2 qua Mounter #3,1,Kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,DAY,SMT,PS11,TOTAL,L75S7_HVD,7.0,FEEDER,SMT Feeder불량,단일,Điều chỉnh feeder của Mounter #2 qua Mounter #3 | Mouter 3 cắm văng linh kiện,1,Kỹ thuật điều chỉnh ,2000.0,1779.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS01,F,L65CA9N-HVD,49.0,PRINTER,Printer불량,복합,"Lỗi priter lệch keo 20 phút, kẹt boar inloader 20 phút",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS01,G,L65CA9N-HVD,26.0,AI_STOCK,AI자재부족,복합,AI hết stock vừa chạy vừa chờ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS01,H,L65CA9N-HVD,21.0,AI_STOCK,AI자재부족,복합,AI hết stock vừa chạy vừa chờ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS01,TOTAL,L65CA9N-HVD,49.0,PRINTER,Printer불량,복합,"Lỗi priter lệch keo 20 phút, kẹt boar inloader 20 phút",1,,1320.0,1026.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS01,TOTAL,L65CA9N-HVD,47.0,AI_STOCK,AI자재부족,복합,AI hết stock vừa chạy vừa chờ,2,,1320.0,1026.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS02,F,L55S7-HVD,38.0,MOUTER,Mouter불량,복합,"Lỗi pickup moutor 2 15 phút, lỗi SPI 15 phút",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS02,G,L55S7-HVD,5.0,MOUTER,Mouter불량,복합,"Lỗi pickup moutor 2 15 phút, lỗi SPI 15 phút",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS02,H,L55S7-HVD,105.0,AI_STOCK,AI자재부족,복합,AI hết stock vưà chạy vừa chờ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS02,I,L55S7-HVD,66.0,AI_STOCK,AI자재부족,복합,AI hết stock vưà chạy vừa chờ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS02,TOTAL,L55S7-HVD,38.0,MOUTER,Mouter불량,복합,"Lỗi pickup moutor 2 15 phút, lỗi SPI 15 phút",1,,2200.0,1778.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS02,TOTAL,L55S7-HVD,176.0,AI_STOCK,AI자재부족,복합,"Lỗi pickup moutor 2 15 phút, lỗi SPI 15 phút | AI hết stock vưà chạy vừa chờ | AI hết stock vưà chạy vừa chờ",2,,2200.0,1778.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,F,L55CA9N-HVD,87.0,MOUTER,Mouter불량,복합,"Lỗi scan start boar đầu line do AI scan sót công đoạn 15 phút, moutor 1 lỗi chương trình từ 20:20-21:40",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,G,L55CA9N-HVD,36.0,UPH,UPH미달,복합,Không đáp ứng được UPH,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,H,L55CA9N-HVD,36.0,UPH,UPH미달,복합,Không đáp ứng được UPH,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,I,L55CA9N-HVD,16.0,UPH,UPH미달,복합,Không đáp ứng được UPH,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,J,L55CA9N-HVD,14.0,UPH,UPH미달,복합,Không đáp ứng được UPH,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,TOTAL,L55CA9N-HVD,87.0,MOUTER,Mouter불량,복합,"Lỗi scan start boar đầu line do AI scan sót công đoạn 15 phút, moutor 1 lỗi chương trình từ 20:20-21:40",1,,1321.0,937.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS03,TOTAL,L55CA9N-HVD,102.0,UPH,UPH미달,복합,Không đáp ứng được UPH,2,,1321.0,937.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS04,F,L85E70NA-HVD,46.0,AI_STOCK,AI자재부족,단일,AI hết stock vừa chạy vừa chờ,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS04,TOTAL,L85E70NA-HVD,46.0,AI_STOCK,AI자재부족,단일,AI hết stock vừa chạy vừa chờ,1,,1210.0,1053.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS05,F,L55E70NA-HVD,69.0,MOUTER,Mouter불량,복합,lệch linh kiện nhiều vị trí kỹ thuật chỉnh khí đầu head từ 20:00-21:00,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS05,TOTAL,L55E70NA-HVD,69.0,MOUTER,Mouter불량,단일,lệch linh kiện nhiều vị trí kỹ thuật chỉnh khí đầu head từ 20:00-21:00,1,,1612.0,1151.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS08,F,L65S7-HVD,9.0,MOUTER,Mouter불량,복합,"Lỗi moutor cắm lệch linh kiện, chỉnh 15 phút",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS08,G,L65S7-HVD,16.0,MOUTER,Mouter불량,복합,"Lỗi moutor cắm lệch linh kiện, chỉnh 15 phút",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS08,H,L65S7-HVD,40.0,COMP_ERR,부품불량,복합,"Lỗi lệch linh kiện, từ 12:10-01:00 vừa chạy vừa chỉnh",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS08,I,L65S7-HVD,13.0,MOUTER,Mouter불량,복합,"Lỗi moutor cắm lệch linh kiện, chỉnh 15 phút",1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS08,TOTAL,L65S7-HVD,38.0,MOUTER,Mouter불량,복합,"Lỗi moutor cắm lệch linh kiện, chỉnh 15 phút | Lỗi lệch linh kiện, từ 12:10-01:00 vừa chạy vừa chỉnh",1,,2400.0,2360.0,0.0,0.0,0.0,0.0
2026-06-10,NIGHT,SMT,PS08,TOTAL,L65S7-HVD,40.0,COMP_ERR,부품불량,복합,"Lỗi lệch linh kiện, từ 12:10-01:00 vừa chạy vừa chỉnh",2,,2400.0,2360.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,A,L65CA9N_HVD,19.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,B,L65CA9N_HVD,27.0,PRINTER,Printer불량,복합,Lỗi Printer,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,C,L65CA9N_HVD,37.0,ETC,기타,복합,Lỗi cắm lệch / missing linh kiện,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,D,L65CA9N_HVD,49.0,WAITING_SMT,SMT대기,복합,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,F,L65CA9N_HVD,60.0,WAITING_SMT,SMT대기,복합,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,TOTAL,L65CA9N_HVD,19.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,,1375.0,850.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,TOTAL,L65CA9N_HVD,27.0,PRINTER,Printer불량,복합,Lỗi Printer,2,,1375.0,850.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,TOTAL,L65CA9N_HVD,37.0,ETC,기타,복합,Lỗi cắm lệch / missing linh kiện,3,,1375.0,850.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS01,TOTAL,L65CA9N_HVD,109.0,WAITING_SMT,SMT대기,복합,Vừa chạy vừa chờ board AI,4,,1375.0,850.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS02,A,L55S7_HVD,55.0,MOUTER,Mouter불량,복합,Lỗi trục băng tải Mounter #3,1,Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS02,B,L55S7_HVD,120.0,MOUTER,Mouter불량,복합,Lỗi trục băng tải Mounter #3 từ 9:20 -,1,Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS02,C,L55S7_HVD,58.0,MOUTER,Mouter불량,복합,Lỗi trục băng tải Mounter #3 từ 9:20 - 12:30,1,Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS02,D,L55S7_HVD,18.0,REFLOW,Reflow불량,복합,Reflow dừng xích,1,Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS02,TOTAL,L55S7_HVD,233.0,MOUTER,Mouter불량,복합,Lỗi trục băng tải Mounter #3,1,Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý ,2750.0,1840.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS02,TOTAL,L55S7_HVD,18.0,REFLOW,Reflow불량,복합,Reflow dừng xích,2,Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý  | Kỹ thuật xử lý ,2750.0,1840.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS03,A,L55CA9N_HVD,63.0,WAITING_SMT,SMT대기,복합,Chờ board AI,1,kỹ thuật điều chỉnh ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS03,TOTAL,L55CA9N_HVD,63.0,WAITING_SMT,SMT대기,단일,Chờ board AI,1,kỹ thuật điều chỉnh ,1375.0,620.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS04,A,L85E70NA_HVD,89.0,WAITING_SMT,SMT대기,단일,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS04,B,L85E70NA_HVD,42.0,WAITING_SMT,SMT대기,단일,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS04,C,L85E70NA_HVD,48.0,WAITING_SMT,SMT대기,단일,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS04,D,L85E70NA_HVD,45.0,WAITING_SMT,SMT대기,단일,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS04,E,L85E70NA_HVD,22.0,WAITING_SMT,SMT대기,단일,Vừa chạy vừa chờ board AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS04,TOTAL,L85E70NA_HVD,246.0,WAITING_SMT,SMT대기,단일,Vừa chạy vừa chờ board AI,1,,1375.0,924.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,A,L65S7_HVD,30.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,B,L65S7_HVD,18.0,EQUIP_FAIL,설비고장(기타),복합,Chưa start end công đoạn AI,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,C,L65S7_HVD,1.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,D,L65S7_HVD,10.0,MOUTER,Mouter불량,복합,Lỗi văng linh kiện,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,E,L65S7_HVD,23.0,ETC,기타,복합,Board scan thiếu công đoạn 100,1,,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,TOTAL,L65S7_HVD,30.0,COMP_ERR,부품불량,복합,Lỗi cắm lệch linh kiện,1,,2750.0,2340.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,TOTAL,L65S7_HVD,18.0,EQUIP_FAIL,설비고장(기타),복합,Chưa start end công đoạn AI,2,,2750.0,2340.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,TOTAL,L65S7_HVD,1.0,DONE_PLAN,계획완료,복합,Lỗi cắm lệch linh kiện | Chưa start end công đoạn AI | Lỗi văng linh kiện | Board scan thiếu công đoạn 100 | Kết Thúc plan,3,,2750.0,2340.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,TOTAL,L65S7_HVD,10.0,MOUTER,Mouter불량,복합,Lỗi văng linh kiện,4,,2750.0,2340.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS05,TOTAL,L65S7_HVD,23.0,ETC,기타,복합,Board scan thiếu công đoạn 100,5,,2750.0,2340.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS08,A,L65S7A_HVD,106.0,CHANGE_MODEL,모델교체,복합,Change Model Đợi QC đo LCR từ 9:10 đến 9:40,1,Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS08,B,L65S7A_HVD,4.0,CHANGE_MODEL,모델교체,복합,Change Model Đợi QC đo LCR từ 9:10 đến 9:40,1,Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS08,C,L65S7A_HVD,11.0,MOUTER,Mouter불량,복합,Lỗi kẹt băng tải máy printer NG BUFFER,1,Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS08,D,L65S7A_HVD,11.0,NEW_OP,신규OP교육,복합,OP mới,1,Kỹ thuật xử lý ,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS08,TOTAL,L65S7A_HVD,106.0,CHANGE_MODEL,모델교체,복합,Change Model Đợi QC đo LCR từ 9:10 đến 9:40,1,Kỹ thuật xử lý ,2750.0,1950.0,0.0,0.0,0.0,0.0
2026-06-11,DAY,SMT,PS08,TOTAL,L65S7A_HVD,15.0,NEW_OP,신규OP교육,복합,Change Model Đợi QC đo LCR từ 9:10 đến 9:40 | Lỗi kẹt băng tải máy printer NG BUFFER | OP mới | Lỗi Treo máy mouter 1,2,Kỹ thuật xử lý ,2750.0,1950.0,0.0,0.0,0.0,0.0
