date,shift,process,line,target,actual,target_mi,actual_mi,target_ate,actual_ate
2026-06-09,DAY,MI,MI 7,0.0,0.0,447.0,1551.0,1600.0,1370.0
2026-06-10,DAY,MI,MI 2,0.0,0.0,770.0,2563.0,2760.0,257.0
2026-06-10,DAY,MI,MI 3,0.0,0.0,742.0,2660.0,2810.0,2347.0
2026-06-10,DAY,MI,MI 4,0.0,0.0,511.0,1756.0,1909.0,1520.0
2026-06-10,DAY,MI,MI 5,0.0,0.0,692.0,2480.0,2480.0,2504.0
2026-06-10,DAY,MI,MI 6,0.0,0.0,363.0,506.0,1300.0,1264.0
2026-06-10,DAY,MI,MI 7,0.0,0.0,474.0,398.0,1700.0,1453.0
2026-06-11,DAY,MI,MI 2,0.0,0.0,763.0,630.0,2734.0,254.0
2026-06-11,DAY,MI,MI 3,0.0,0.0,753.0,404.0,2810.0,1386.0
2026-06-11,DAY,MI,MI 4,0.0,0.0,366.0,183.0,1477.0,741.0
2026-06-11,DAY,MI,MI 5,0.0,0.0,804.0,531.0,2880.0,1944.0
2026-06-11,DAY,MI,MI 6,0.0,0.0,363.0,249.0,1300.0,999.0
2026-06-11,DAY,MI,MI 7,0.0,0.0,502.0,1187.0,1800.0,830.0
2026-06-12,DAY,MI,MI 2,0.0,0.0,781.0,155.0,2797.0,260.0
2026-06-12,DAY,MI,MI 3,0.0,0.0,759.0,813.0,2810.0,2713.0
2026-06-12,DAY,MI,MI 4,0.0,0.0,385.0,1380.0,1535.0,1215.0
2026-06-12,DAY,MI,MI 5,0.0,0.0,541.0,228.0,1938.0,276.0
2026-06-12,DAY,MI,MI 6,0.0,0.0,167.0,600.0,600.0,216.0
2026-06-12,DAY,MI,MI 7,0.0,0.0,502.0,550.0,1800.0,1982.0
2026-06-13,DAY,MI,MI 2,0.0,0.0,798.0,2860.0,2860.0,266.0
2026-06-13,DAY,MI,MI 3,0.0,0.0,798.0,661.0,2810.0,2891.0
2026-06-13,DAY,MI,MI 4,0.0,0.0,388.0,359.0,1543.0,1390.0
2026-06-13,DAY,MI,MI 5,0.0,0.0,642.0,688.0,2300.0,1773.0
2026-06-13,DAY,MI,MI 6,0.0,0.0,307.0,300.0,1100.0,527.0
2026-06-13,DAY,MI,MI 7,0.0,0.0,441.0,390.0,1582.0,1708.0
2026-06-14,DAY,MI,MI 2,0.0,0.0,726.0,220.0,2600.0,242.0
2026-06-14,DAY,MI,MI 3,0.0,0.0,804.0,667.0,2810.0,2830.0
2026-06-14,DAY,MI,MI 4,0.0,0.0,385.0,379.0,1535.0,1388.0
2026-06-14,DAY,MI,MI 5,0.0,0.0,627.0,2110.0,2247.0,1963.0
2026-06-14,DAY,MI,MI 6,0.0,0.0,279.0,564.0,1000.0,1114.0
2026-06-14,DAY,MI,MI 7,0.0,0.0,170.0,220.0,0.0,329.0
2026-06-15,DAY,MI,MI 2,0.0,0.0,804.0,2880.0,2880.0,268.0
2026-06-15,DAY,MI,MI 3,0.0,0.0,798.0,409.0,2810.0,2560.0
2026-06-15,DAY,MI,MI 4,0.0,0.0,562.0,2530.0,2531.0,2183.0
2026-06-15,DAY,MI,MI 5,0.0,0.0,280.0,1880.0,480.0,609.0
2026-06-15,DAY,MI,MI 6,0.0,0.0,766.0,2694.0,2746.0,2135.0
2026-06-15,DAY,MI,MI 7,0.0,0.0,558.0,459.0,2000.0,1742.0
2026-06-16,DAY,MI,MI 2,0.0,0.0,798.0,316.0,2860.0,266.0
2026-06-16,DAY,MI,MI 3,0.0,0.0,749.0,707.0,2683.0,2955.0
2026-06-16,DAY,MI,MI 4,0.0,0.0,391.0,320.0,1400.0,1555.0
2026-06-16,DAY,MI,MI 5,0.0,0.0,274.0,279.0,1500.0,1500.0
2026-06-16,DAY,MI,MI 6,0.0,0.0,269.0,119.0,1241.0,1183.0
2026-06-16,DAY,MI,MI 7,0.0,0.0,505.0,380.0,1810.0,1940.0
2026-06-17,DAY,MI,MI 2,0.0,0.0,804.0,263.0,2880.0,268.0
2026-06-17,DAY,MI,MI 3,0.0,0.0,139.0,316.0,1912.0,1216.0
2026-06-17,DAY,MI,MI 4,0.0,0.0,296.0,1190.0,1190.0,1378.0
2026-06-17,DAY,MI,MI 5,0.0,0.0,132.0,406.0,1761.0,2621.0
2026-06-17,DAY,MI,MI 6,0.0,0.0,269.0,266.0,700.0,963.0
2026-06-17,DAY,MI,MI 7,0.0,0.0,290.0,159.0,1160.0,986.0
2026-06-18,DAY,MI,MI 2,0.0,0.0,804.0,340.0,2880.0,268.0
2026-06-18,DAY,MI,MI 3,0.0,0.0,798.0,779.0,2860.0,2357.0
2026-06-18,DAY,MI,MI 4,0.0,0.0,385.0,330.0,1380.0,1385.0
2026-06-18,DAY,MI,MI 5,0.0,0.0,604.0,888.0,2680.0,2685.0
2026-06-18,DAY,MI,MI 6,0.0,0.0,223.0,327.0,955.0,1281.0
2026-06-18,DAY,MI,MI 7,0.0,0.0,410.0,422.0,1470.0,1513.0
2026-06-19,DAY,MI,MI 2,0.0,0.0,2880.0,187.0,2880.0,268.0
2026-06-19,DAY,MI,MI 3,0.0,0.0,740.0,622.0,2653.0,2554.0
2026-06-19,DAY,MI,MI 4,0.0,0.0,385.0,289.0,1380.0,1389.0
2026-06-19,DAY,MI,MI 5,0.0,0.0,494.0,316.0,1771.0,1663.0
2026-06-19,DAY,MI,MI 6,0.0,0.0,279.0,300.0,1000.0,1085.0
2026-06-19,DAY,MI,MI 7,0.0,0.0,410.0,226.0,1470.0,1209.0
2026-06-20,DAY,MI,MI 2,0.0,0.0,2860.0,2860.0,2860.0,266.0
2026-06-20,DAY,MI,MI 3,0.0,0.0,753.0,625.0,2700.0,2595.0
2026-06-20,DAY,MI,MI 4,0.0,0.0,413.0,1480.0,1480.0,1480.0
2026-06-20,DAY,MI,MI 5,0.0,0.0,678.0,1880.0,2430.0,1404.0
2026-06-20,DAY,MI,MI 6,0.0,0.0,233.0,1123.0,836.0,528.0
2026-06-20,DAY,MI,MI 7,0.0,0.0,419.0,276.0,1500.0,1429.0
2026-06-21,DAY,MI,MI 2,0.0,0.0,2750.0,2203.0,2750.0,256.0
2026-06-21,DAY,MI,MI 3,0.0,0.0,652.0,359.0,2338.0,1889.0
2026-06-21,DAY,MI,MI 4,0.0,0.0,530.0,278.0,1900.0,935.0
2026-06-21,DAY,MI,MI 5,0.0,0.0,483.0,325.0,1730.0,1405.0
2026-06-21,DAY,MI,MI 6,0.0,0.0,474.0,295.0,1700.0,0.0
2026-06-21,DAY,MI,MI 7,0.0,0.0,399.0,116.0,1430.0,347.0
2026-06-22,DAY,MI,MI 2,0.0,0.0,767.0,2550.0,2750.0,256.0
2026-06-22,DAY,MI,MI 3,0.0,0.0,557.0,641.0,2520.0,2520.0
2026-06-22,DAY,MI,MI 4,0.0,0.0,804.0,2880.0,2880.0,2768.0
2026-06-22,DAY,MI,MI 5,0.0,0.0,502.0,427.0,1800.0,1638.0
2026-06-22,DAY,MI,MI 6,0.0,0.0,474.0,509.0,1700.0,1700.0
2026-06-22,DAY,MI,MI 7,0.0,0.0,260.0,274.0,930.0,775.0
2026-06-23,DAY,MI,MI 2,0.0,0.0,798.0,427.0,2860.0,266.0
2026-06-23,DAY,MI,MI 3,0.0,0.0,557.0,726.0,2880.0,2890.0
2026-06-23,DAY,MI,MI 4,0.0,0.0,722.0,2721.0,1765.0,1008.0
2026-06-23,DAY,MI,MI 5,0.0,0.0,502.0,562.0,1800.0,1779.0
2026-06-23,DAY,MI,MI 6,0.0,0.0,502.0,551.0,1800.0,1800.0
2026-06-23,DAY,MI,MI 7,0.0,0.0,435.0,459.0,1560.0,1639.0
2026-06-26,DAY,AI,SA01,1855.0,1875.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA02,1855.0,1500.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA03,1060.0,1050.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA04,1502.0,1560.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA05,1060.0,900.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA07,883.0,750.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA08,883.0,1000.0,0.0,0.0,0.0,0.0
2026-06-26,DAY,AI,SA10,530.0,245.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA01,1785.0,1998.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA02,1785.0,1627.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA03,1020.0,1083.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA04,1445.0,1639.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA05,1020.0,1206.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA07,1020.0,1247.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA08,1020.0,1421.0,0.0,0.0,0.0,0.0
2026-06-26,NIGHT,AI,SA10,1020.0,660.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA01,1855.0,1858.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA02,1502.0,1471.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA03,1060.0,881.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA04,1502.0,1487.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA05,1048.0,719.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA07,1060.0,834.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA08,1060.0,800.0,0.0,0.0,0.0,0.0
2026-06-25,DAY,AI,SA10,1060.0,85.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA01,1785.0,2023.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA02,1705.0,1078.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA03,1020.0,1211.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA04,1445.0,1539.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA05,1335.0,579.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA07,1785.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA08,1785.0,1208.0,0.0,0.0,0.0,0.0
2026-06-25,NIGHT,AI,SA10,470.0,484.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA01,1855.0,1900.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA02,1502.0,1350.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA03,1060.0,1000.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA04,1332.0,1100.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA05,1060.0,745.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA08,280.0,250.0,0.0,0.0,0.0,0.0
2026-06-24,DAY,AI,SA10,1060.0,672.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA01,1785.0,1967.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA02,1445.0,1464.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA03,1020.0,1453.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA04,1445.0,1604.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA05,1020.0,1044.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA07,1275.0,968.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA08,1275.0,1038.0,0.0,0.0,0.0,0.0
2026-06-24,NIGHT,AI,SA10,1020.0,983.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA01,1855.0,1856.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA02,1332.0,1042.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA03,940.0,731.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA04,1855.0,1852.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA05,1060.0,1067.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA08,280.0,250.0,0.0,0.0,0.0,0.0
2026-06-23,DAY,AI,SA10,50.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA01,1785.0,1975.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA02,1445.0,1309.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA03,1020.0,1170.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA04,1785.0,1866.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA05,1020.0,797.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA07,1275.0,1109.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA08,1275.0,1009.0,0.0,0.0,0.0,0.0
2026-06-23,NIGHT,AI,SA10,1020.0,378.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA01,1855.0,1846.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA02,1285.0,1029.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA03,1060.0,1145.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA04,1855.0,1855.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA05,596.0,702.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA07,1060.0,1060.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA08,1060.0,1060.0,0.0,0.0,0.0,0.0
2026-07-02,DAY,AI,SA10,1060.0,706.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA01,1785.0,1690.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA02,850.0,818.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA03,1020.0,1170.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA04,1628.0,1770.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA05,510.0,457.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA07,1190.0,1085.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA08,1190.0,1033.0,0.0,0.0,0.0,0.0
2026-07-02,NIGHT,AI,SA10,850.0,954.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA01,1720.0,1577.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA02,1855.0,1987.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA03,1060.0,1188.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA04,1855.0,1862.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA05,1315.0,989.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA07,1060.0,972.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA08,1060.0,951.0,0.0,0.0,0.0,0.0
2026-07-01,DAY,AI,SA10,530.0,457.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA01,1785.0,1680.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA02,1785.0,1841.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA03,1020.0,990.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA04,1445.0,1551.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA05,1575.0,1098.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA07,1190.0,615.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA08,1190.0,742.0,0.0,0.0,0.0,0.0
2026-07-01,NIGHT,AI,SA10,615.0,382.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA01,1855.0,1676.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA02,1855.0,1788.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA03,1855.0,1861.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA04,1502.0,1643.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA05,1060.0,1185.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA07,1060.0,620.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA08,1060.0,1239.0,0.0,0.0,0.0,0.0
2026-06-30,DAY,AI,SA10,1060.0,1312.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA01,1785.0,1234.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA02,1445.0,953.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA03,1785.0,780.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA04,1445.0,1530.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA05,1020.0,928.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA07,1020.0,603.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA08,1020.0,561.0,0.0,0.0,0.0,0.0
2026-06-30,NIGHT,AI,SA10,1190.0,843.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA01,1855.0,1910.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA02,1502.0,1232.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA03,1855.0,1276.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA04,1502.0,1515.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA05,1060.0,1234.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA07,1060.0,861.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA08,1060.0,1116.0,0.0,0.0,0.0,0.0
2026-06-29,DAY,AI,SA10,1046.0,846.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA01,1785.0,1234.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA02,1445.0,953.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA03,1785.0,780.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA04,1445.0,1530.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA05,1020.0,928.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA07,1020.0,603.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA08,1020.0,561.0,0.0,0.0,0.0,0.0
2026-06-29,NIGHT,AI,SA10,1190.0,843.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA01,1855.0,2125.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA02,1855.0,1680.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA03,1060.0,1035.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA04,1645.0,1675.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA05,1060.0,951.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA07,883.0,1350.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA08,883.0,1466.0,0.0,0.0,0.0,0.0
2026-06-28,DAY,AI,SA10,883.0,843.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA01,1785.0,1880.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA02,1785.0,1614.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA03,1020.0,940.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA04,1645.0,1580.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA05,1020.0,1246.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA07,1020.0,770.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA08,1020.0,860.0,0.0,0.0,0.0,0.0
2026-06-28,NIGHT,AI,SA10,765.0,440.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA01,1855.0,2125.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA02,1855.0,1680.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA03,1060.0,1035.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA04,1645.0,1675.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA05,1060.0,951.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA07,883.0,1350.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA08,883.0,1466.0,0.0,0.0,0.0,0.0
2026-06-27,DAY,AI,SA10,883.0,843.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA01,1785.0,1861.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA02,1785.0,1656.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA03,1020.0,1020.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA04,1785.0,1887.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA05,1020.0,1122.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA07,1020.0,1430.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA08,1020.0,1387.0,0.0,0.0,0.0,0.0
2026-06-27,NIGHT,AI,SA10,1785.0,1947.0,0.0,0.0,0.0,0.0
